----- Tajima's D -----
         1        60186067      60198379            NaN
         1        60198380      60210692            NaN
         1        60210693      60223005            NaN
         1        60223006      60235318            NaN
         1        60235319      60247631            NaN
         1        60247632      60259944            NaN
         1        60259945      60272257            NaN
         1        60272258      60284570            NaN
         1        60284571      60296883            NaN
         1        60296884      60309196            NaN
         1        60309197      60321509            NaN
         1        60321510      60333822            NaN
         1        60333823      60346135            NaN
         1        60346136      60358448            NaN
         1        60358449      60370761            NaN
         1        60370762      60383074            NaN
         1        60383075      60395387            NaN
         1        60395388      60407700            NaN
         1        60407701      60420013            NaN
         1        60420014      60432326            NaN
         1        60432327      60444639            NaN
         1        60444640      60456952            NaN
         1        60456953      60469265            NaN
         1        60469266      60481578            NaN
         1        60481579      60493891            NaN
         1        60493892      60506204            NaN
         1        60506205      60518517            NaN
         1        60518518      60530830            NaN
         1        60530831      60543143            NaN
         1        60543144      60555456            NaN
         1        60555457      60567769            NaN
         1        60567770      60580082            NaN
         1        60580083      60592395            NaN
         1        60592396      60604708            NaN
         1        60604709      60617021            NaN
         1        60617022      60629334            NaN
         1        60629335      60641647            NaN
         1        60641648      60653960            NaN
         1        60653961      60666273            NaN
         1        60666274      60678586            NaN
         1        60678587      60690899            NaN
         1        60690900      60703212            NaN
         1        60703213      60715525            NaN
         1        60715526      60727838            NaN
         1        60727839      60740151            NaN
         1        60740152      60752464            NaN
         1        60752465      60764777            NaN
         1        60764778      60777090            NaN
         1        60777091      60789403            NaN
         1        60789404      60801716            NaN
         1        60801717      60814029            NaN
         1        60814030      60826342            NaN
         1        60826343      60838655            NaN
         1        60838656      60850968            NaN
         1        60850969      60863281            NaN
         1        60863282      60875594            NaN
         1        60875595      60887907            NaN
         1        60887908      60900220            NaN
         1        60900221      60912533            NaN
         1        60912534      60924846            NaN
         1        60924847      60937159            NaN
         1        60937160      60949472            NaN
         1        60949473      60961785            NaN
         1        60961786      60974098            NaN
         1        60974099      60986411            NaN
         1        60986412      60998724            NaN
         1        60998725      61011037            NaN
         1        61011038      61023350            NaN
         1        61023351      61035663            NaN
         1        61035664      61047976            NaN
         1        61047977      61060289            NaN
         1        61060290      61072602            NaN
         1        61072603      61084915            NaN
         1        61084916      61097228            NaN
         1        61097229      61109541            NaN
         1        61109542      61121854            NaN
         1        61121855      61134167            NaN
         1        61134168      61146480            NaN
         1        61146481      61158793            NaN
         1        61158794      61171106            NaN
         1        61171107      61183419            NaN
         1        61183420      61195732            NaN
         1        61195733      61208045            NaN
         1        61208046      61220358            NaN
         1        61220359      61232671            NaN
         1        61232672      61244984            NaN
         1        61244985      61257297            NaN
         1        61257298      61269610            NaN
         1        61269611      61281923            NaN
         1        61281924      61294236            NaN
         1        61294237      61306549            NaN
         1        61306550      61318862            NaN
         1        61318863      61331175            NaN
         1        61331176      61343488            NaN
         1        61343489      61355801            NaN
         1        61355802      61368114            NaN
         1        61368115      61380427            NaN
         1        61380428      61392740            NaN
         1        61392741      61405053            NaN
         1        61405054      61417366            NaN
         1        61417367      61429679            NaN
         1        61429680      61441992            NaN
         1        61441993      61454305            NaN
         1        61454306      61466618            NaN
         1        61466619      61478931            NaN
         1        61478932      61491244            NaN
         1        61491245      61503557            NaN
         1        61503558      61515870            NaN
         1        61515871      61528183            NaN
         1        61528184      61540496            NaN
         1        61540497      61552809            NaN
         1        61552810      61565122            NaN
         1        61565123      61577435            NaN
         1        61577436      61589748            NaN
         1        61589749      61602061            NaN
         1        61602062      61614374            NaN
         1        61614375      61626687            NaN
         1        61626688      61639000            NaN
         1        61639001      61651313            NaN
         1        61651314      61663626            NaN
         1        61663627      61675939            NaN
         1        61675940      61688252            NaN
         1        61688253      61700565            NaN
         1        61700566      61712878            NaN
         1        61712879      61725191            NaN
         1        61725192      61737504            NaN
         1        61737505      61749817            NaN
         1        61749818      61762130            NaN
         1        61762131      61774443            NaN
         1        61774444      61786756            NaN
         1        61786757      61799069            NaN
         1        61799070      61811382            NaN
         1        61811383      61823695            NaN
         1        61823696      61836008            NaN
         1        61836009      61848321            NaN
         1        61848322      61860634            NaN
         1        61860635      61872947            NaN
         1        61872948      61885260            NaN
         1        61885261      61897573            NaN
         1        61897574      61909886            NaN
         1        61909887      61922199            NaN
         1        61922200      61934512            NaN
         1        61934513      61946825            NaN
         1        61946826      61959138            NaN
         1        61959139      61971451            NaN
         1        61971452      61983764            NaN
         1        61983765      61996077            NaN
         1        61996078      62008390            NaN
         1        62008391      62020703            NaN
         1        62020704      62033016            NaN
         1        62033017      62045329            NaN
         1        62045330      62057642            NaN
         1        62057643      62069955            NaN
         1        62069956      62082268            NaN
         1        62082269      62094581            NaN
         1        62094582      62106894            NaN
         1        62106895      62119207            NaN
         1        62119208      62131520            NaN
         1        62131521      62143833            NaN
         1        62143834      62156146            NaN
         1        62156147      62168459            NaN
         1        62168460      62180772            NaN
         1        62180773      62193085            NaN
         1        62193086      62205398            NaN
         1        62205399      62217711            NaN
         1        62217712      62230024            NaN
         1        62230025      62242337            NaN
         1        62242338      62254650            NaN
         1        62254651      62266963            NaN
         1        62266964      62279276            NaN
         1        62279277      62291589            NaN
         1        62291590      62303902            NaN
         1        62303903      62316215            NaN
         1        62316216      62328528            NaN
         1        62328529      62340841            NaN
         1        62340842      62353154            NaN
         1        62353155      62365467            NaN
         1        62365468      62377780            NaN
         1        62377781      62390093            NaN
         1        62390094      62402406            NaN
         1        62402407      62414719            NaN
         1        62414720      62427032            NaN
         1        62427033      62439345            NaN
         1        62439346      62451658            NaN
         1        62451659      62463971            NaN
         1        62463972      62476284            NaN
         1        62476285      62488597            NaN
         1        62488598      62500910            NaN
         1        62500911      62513223            NaN
         1        62513224      62525536            NaN
         1        62525537      62537849            NaN
         1        62537850      62550162            NaN
         1        62550163      62562475            NaN
         1        62562476      62574788            NaN
         1        62574789      62587101            NaN
         1        62587102      62599414            NaN
         1        62599415      62611727            NaN
         1        62611728      62624040            NaN
         1        62624041      62636353            NaN
         1        62636354      62648666            NaN
         1        62648667      62660979            NaN
         1        62660980      62673292            NaN
         1        62673293      62685605            NaN
         1        62685606      62697918            NaN
         1        62697919      62710231            NaN
         1        62710232      62722544            NaN
         1        62722545      62734857            NaN
         1        62734858      62747170            NaN
         1        62747171      62759483            NaN
         1        62759484      62771796            NaN
         1        62771797      62784109            NaN
         1        62784110      62796422            NaN
         1        62796423      62808735            NaN
         1        62808736      62821048            NaN
         1        62821049      62833361            NaN
         1        62833362      62845674            NaN
         1        62845675      62857987            NaN
         1        62857988      62870300            NaN
         1        62870301      62882613            NaN
         1        62882614      62894926            NaN
         1        62894927      62907239            NaN
         1        62907240      62919552            NaN
         1        62919553      62931865            NaN
         1        62931866      62944178            NaN
         1        62944179      62956491            NaN
         1        62956492      62968804            NaN
         1        62968805      62981117            NaN
         1        62981118      62993430            NaN
         1        62993431      63005743            NaN
         1        63005744      63018056            NaN
         1        63018057      63030369            NaN
         1        63030370      63042682            NaN
         1        63042683      63054995            NaN
         1        63054996      63067308            NaN
         1        63067309      63079621            NaN
         1        63079622      63091934            NaN
         1        63091935      63104247            NaN
         1        63104248      63116560            NaN
         1        63116561      63128873            NaN
         1        63128874      63141186            NaN
         1        63141187      63153499            NaN
         1        63153500      63165812            NaN
         1        63165813      63178125            NaN
         1        63178126      63190438            NaN
         1        63190439      63202751            NaN
         1        63202752      63215064            NaN
         1        63215065      63227377            NaN
         1        63227378      63239690            NaN
         1        63239691      63252003            NaN
         1        63252004      63264316            NaN
         1        63264317      63276629            NaN
         1        63276630      63288942            NaN
         1        63288943      63301255            NaN
         1        63301256      63313568            NaN
         1        63313569      63325881            NaN
         1        63325882      63338194            NaN
         1        63338195      63350507            NaN
         1        63350508      63362820            NaN
         1        63362821      63375133            NaN
         1        63375134      63387446            NaN
         1        63387447      63399759            NaN
         1        63399760      63412072            NaN
         1        63412073      63424385            NaN
         1        63424386      63436698            NaN
         1        63436699      63449011            NaN
         1        63449012      63461324            NaN
         1        63461325      63473637            NaN
         1        63473638      63485950            NaN
         1        63485951      63498263            NaN
         1        63498264      63510576            NaN
         1        63510577      63522889            NaN
         1        63522890      63535202            NaN
         1        63535203      63547515            NaN
         1        63547516      63559828            NaN
         1        63559829      63572141            NaN
         1        63572142      63584454            NaN
         1        63584455      63596767            NaN
         1        63596768      63609080            NaN
         1        63609081      63621393            NaN
         1        63621394      63633706            NaN
         1        63633707      63646019            NaN
         1        63646020      63658332            NaN
         1        63658333      63670645            NaN
         1        63670646      63682958            NaN
         1        63682959      63695271            NaN
         1        63695272      63707584            NaN
         1        63707585      63719897            NaN
         1        63719898      63732210            NaN
         1        63732211      63744523            NaN
         1        63744524      63756836            NaN
         1        63756837      63769149            NaN
         1        63769150      63781462            NaN
         1        63781463      63793775            NaN
         1        63793776      63806088            NaN
         1        63806089      63818401            NaN
         1        63818402      63830714            NaN
         1        63830715      63843027            NaN
         1        63843028      63855340            NaN
         1        63855341      63867653            NaN
         1        63867654      63879966            NaN
         1        63879967      63892279            NaN
         1        63892280      63904592            NaN
         1        63904593      63916905            NaN
         1        63916906      63929218            NaN
         1        63929219      63941531            NaN
         1        63941532      63953844            NaN
         1        63953845      63966157            NaN
         1        63966158      63978470            NaN
         1        63978471      63990783            NaN
         1        63990784      64003096            NaN
         1        64003097      64015409            NaN
         1        64015410      64027722            NaN
         1        64027723      64040035            NaN
         1        64040036      64052348            NaN
         1        64052349      64064661            NaN
         1        64064662      64076974            NaN
         1        64076975      64089287            NaN
         1        64089288      64101600            NaN
         1        64101601      64113913            NaN
         1        64113914      64126226            NaN
         1        64126227      64138539            NaN
         1        64138540      64150852            NaN
         1        64150853      64163165            NaN
         1        64163166      64175478            NaN
         1        64175479      64187791            NaN
         1        64187792      64200104            NaN
         1        64200105      64212417            NaN
         1        64212418      64224730            NaN
         1        64224731      64237043            NaN
         1        64237044      64249356            NaN
         1        64249357      64261669            NaN
         1        64261670      64273982            NaN
         1        64273983      64286295            NaN
         1        64286296      64298608            NaN
         1        64298609      64310921            NaN
         1        64310922      64323234            NaN
         1        64323235      64335547            NaN
         1        64335548      64347860            NaN
         1        64347861      64360173            NaN
         1        64360174      64372486            NaN
         1        64372487      64384799            NaN
         1        64384800      64397112            NaN
         1        64397113      64409425            NaN
         1        64409426      64421738            NaN
         1        64421739      64434051            NaN
         1        64434052      64446364            NaN
         1        64446365      64458677            NaN
         1        64458678      64470990            NaN
         1        64470991      64483303            NaN
         1        64483304      64495616            NaN
         1        64495617      64507929            NaN
         1        64507930      64520242            NaN
         1        64520243      64532555            NaN
         1        64532556      64544868            NaN
         1        64544869      64557181            NaN
         1        64557182      64569494            NaN
         1        64569495      64581807            NaN
         1        64581808      64594120            NaN
         1        64594121      64606433            NaN
         1        64606434      64618746            NaN
         1        64618747      64631059            NaN
         1        64631060      64643372            NaN
         1        64643373      64655685            NaN
         1        64655686      64667998            NaN
         1        64667999      64680311            NaN
         1        64680312      64692624            NaN
         1        64692625      64704937            NaN
         1        64704938      64717250            NaN
         1        64717251      64729563            NaN
         1        64729564      64741876            NaN
         1        64741877      64754189            NaN
         1        64754190      64766502            NaN
         1        64766503      64778815            NaN
         1        64778816      64791128            NaN
         1        64791129      64803441            NaN
         1        64803442      64815754            NaN
         1        64815755      64828067            NaN
         1        64828068      64840380            NaN
         1        64840381      64852693            NaN
         1        64852694      64865006            NaN
         1        64865007      64877319            NaN
         1        64877320      64889632            NaN
         1        64889633      64901945            NaN
         1        64901946      64914258            NaN
         1        64914259      64926571            NaN
         1        64926572      64938884            NaN
         1        64938885      64951197            NaN
         1        64951198      64963510            NaN
         1        64963511      64975823            NaN
         1        64975824      64988136            NaN
         1        64988137      65000449            NaN
         1        65000450      65012762            NaN
         1        65012763      65025075            NaN
         1        65025076      65037388            NaN
         1        65037389      65049701            NaN
         1        65049702      65062014            NaN
         1        65062015      65074327            NaN
         1        65074328      65086640            NaN
         1        65086641      65098953            NaN
         1        65098954      65111266            NaN
         1        65111267      65123579            NaN
         1        65123580      65135892            NaN
         1        65135893      65148205            NaN
         1        65148206      65160518            NaN
         1        65160519      65172831            NaN
         1        65172832      65185144            NaN
         1        65185145      65197457            NaN
         1        65197458      65209770            NaN
         1        65209771      65222083            NaN
         1        65222084      65234396            NaN
         1        65234397      65246709            NaN
         1        65246710      65259022            NaN
         1        65259023      65271335            NaN
         1        65271336      65283648            NaN
         1        65283649      65295961            NaN
         1        65295962      65308274            NaN
         1        65308275      65320587            NaN
         1        65320588      65332900            NaN
         1        65332901      65345213            NaN
         1        65345214      65357526            NaN
         1        65357527      65369839            NaN
         1        65369840      65382152            NaN
         1        65382153      65394465            NaN
         1        65394466      65406778            NaN
         1        65406779      65419091            NaN
         1        65419092      65431404            NaN
         1        65431405      65443717            NaN
         1        65443718      65456030            NaN
         1        65456031      65468343            NaN
         1        65468344      65480656            NaN
         1        65480657      65492969            NaN
         1        65492970      65505282            NaN
         1        65505283      65517595            NaN
         1        65517596      65529908            NaN
         1        65529909      65542221            NaN
         1        65542222      65554534            NaN
         1        65554535      65566847            NaN
         1        65566848      65579160            NaN
         1        65579161      65591473            NaN
         1        65591474      65603786            NaN
         1        65603787      65616099            NaN
         1        65616100      65628412            NaN
         1        65628413      65640725            NaN
         1        65640726      65653038            NaN
         1        65653039      65665351            NaN
         1        65665352      65677664            NaN
         1        65677665      65689977            NaN
         1        65689978      65702290            NaN
         1        65702291      65714603            NaN
         1        65714604      65726916            NaN
         1        65726917      65739229            NaN
         1        65739230      65751542            NaN
         1        65751543      65763855            NaN
         1        65763856      65776168            NaN
         1        65776169      65788481            NaN
         1        65788482      65800794            NaN
         1        65800795      65813107            NaN
         1        65813108      65825420            NaN
         1        65825421      65837733            NaN
         1        65837734      65850046            NaN
         1        65850047      65862359            NaN
         1        65862360      65874672            NaN
         1        65874673      65886985            NaN
         1        65886986      65899298            NaN
         1        65899299      65911611            NaN
         1        65911612      65923924            NaN
         1        65923925      65936237            NaN
         1        65936238      65948550            NaN
         1        65948551      65960863            NaN
         1        65960864      65973176            NaN
         1        65973177      65985489            NaN
         1        65985490      65997802            NaN
         1        65997803      66010115            NaN
         1        66010116      66022428            NaN
         1        66022429      66034741            NaN
         1        66034742      66047054            NaN
         1        66047055      66059367            NaN
         1        66059368      66071680            NaN
         1        66071681      66083993            NaN
         1        66083994      66096306            NaN
         1        66096307      66108619            NaN
         1        66108620      66120932            NaN
         1        66120933      66133245            NaN
         1        66133246      66145558            NaN
         1        66145559      66157871            NaN
         1        66157872      66170184            NaN
         1        66170185      66182497            NaN
         1        66182498      66194810            NaN
         1        66194811      66207123            NaN
         1        66207124      66219436            NaN
         1        66219437      66231749            NaN
         1        66231750      66244062            NaN
         1        66244063      66256375            NaN
         1        66256376      66268688            NaN
         1        66268689      66281001            NaN
         1        66281002      66293314            NaN
         1        66293315      66305627            NaN
         1        66305628      66317940            NaN
         1        66317941      66330253            NaN
         1        66330254      66342566            NaN
         1        66342567      66354879            NaN
         1        66354880      66367192            NaN
         1        66367193      66379505            NaN
         1        66379506      66391818            NaN
         1        66391819      66404131            NaN
         1        66404132      66416444            NaN
         1        66416445      66428757            NaN
         1        66428758      66441070            NaN
         1        66441071      66453383            NaN
         1        66453384      66465696            NaN
         1        66465697      66478009            NaN
         1        66478010      66490322            NaN
         1        66490323      66502635            NaN
         1        66502636      66514948            NaN
         1        66514949      66527261            NaN
         1        66527262      66539574            NaN
         1        66539575      66551887            NaN
         1        66551888      66564200            NaN
         1        66564201      66576513            NaN
         1        66576514      66588826            NaN
         1        66588827      66601139            NaN
         1        66601140      66613452            NaN
         1        66613453      66625765            NaN
         1        66625766      66638078            NaN
         1        66638079      66650391            NaN
         1        66650392      66662704            NaN
         1        66662705      66675017            NaN
         1        66675018      66687330            NaN
         1        66687331      66699643            NaN
         1        66699644      66711956            NaN
         1        66711957      66724269            NaN
         1        66724270      66736582            NaN
         1        66736583      66748895            NaN
         1        66748896      66761208            NaN
         1        66761209      66773521            NaN
         1        66773522      66785834            NaN
         1        66785835      66798147            NaN
         1        66798148      66810460            NaN
         1        66810461      66822773            NaN
         1        66822774      66835086            NaN
         1        66835087      66847399            NaN
         1        66847400      66859712            NaN
         1        66859713      66872025            NaN
         1        66872026      66884338            NaN
         1        66884339      66896651            NaN
         1        66896652      66908964            NaN
         1        66908965      66921277            NaN
         1        66921278      66933590            NaN
         1        66933591      66945903            NaN
         1        66945904      66958216            NaN
         1        66958217      66970529            NaN
         1        66970530      66982842            NaN
         1        66982843      66995155            NaN
         1        66995156      67007468            NaN
         1        67007469      67019781            NaN
         1        67019782      67032094            NaN
         1        67032095      67044407            NaN
         1        67044408      67056720            NaN
         1        67056721      67069033            NaN
         1        67069034      67081346            NaN
         1        67081347      67093659            NaN
         1        67093660      67105972            NaN
         1        67105973      67118285            NaN
         1        67118286      67130598            NaN
         1        67130599      67142911            NaN
         1        67142912      67155224            NaN
         1        67155225      67167537            NaN
         1        67167538      67179850            NaN
         1        67179851      67192163            NaN
         1        67192164      67204476            NaN
         1        67204477      67216789            NaN
         1        67216790      67229102            NaN
         1        67229103      67241415            NaN
         1        67241416      67253728            NaN
         1        67253729      67266041            NaN
         1        67266042      67278354            NaN
         1        67278355      67290667            NaN
         1        67290668      67302980            NaN
         1        67302981      67315293            NaN
         1        67315294      67327606            NaN
         1        67327607      67339919            NaN
         1        67339920      67352232            NaN
         1        67352233      67364545            NaN
         1        67364546      67376858            NaN
         1        67376859      67389171            NaN
         1        67389172      67401484            NaN
         1        67401485      67413797            NaN
         1        67413798      67426110            NaN
         1        67426111      67438423            NaN
         1        67438424      67450736            NaN
         1        67450737      67463049            NaN
         1        67463050      67475362            NaN
         1        67475363      67487675            NaN
         1        67487676      67499988            NaN
         1        67499989      67512301            NaN
         1        67512302      67524614            NaN
         1        67524615      67536927            NaN
         1        67536928      67549240            NaN
         1        67549241      67561553            NaN
         1        67561554      67573866            NaN
         1        67573867      67586179            NaN
         1        67586180      67598492            NaN
         1        67598493      67610805            NaN
         1        67610806      67623118            NaN
         1        67623119      67635431            NaN
         1        67635432      67647744            NaN
         1        67647745      67660057            NaN
         1        67660058      67672370            NaN
         1        67672371      67684683            NaN
         1        67684684      67696996            NaN
         1        67696997      67709309            NaN
         1        67709310      67721622            NaN
         1        67721623      67733935            NaN
         1        67733936      67746248            NaN
         1        67746249      67758561            NaN
         1        67758562      67770874            NaN
         1        67770875      67783187            NaN
         1        67783188      67795500            NaN
         1        67795501      67807813            NaN
         1        67807814      67820126            NaN
         1        67820127      67832439            NaN
         1        67832440      67844752            NaN
         1        67844753      67857065            NaN
         1        67857066      67869378            NaN
         1        67869379      67881691            NaN
         1        67881692      67894004            NaN
         1        67894005      67906317            NaN
         1        67906318      67918630            NaN
         1        67918631      67930943            NaN
         1        67930944      67943256            NaN
         1        67943257      67955569            NaN
         1        67955570      67967882            NaN
         1        67967883      67980195            NaN
         1        67980196      67992508            NaN
         1        67992509      68004821            NaN
         1        68004822      68017134            NaN
         1        68017135      68029447            NaN
         1        68029448      68041760            NaN
         1        68041761      68054073            NaN
         1        68054074      68066386            NaN
         1        68066387      68078699            NaN
         1        68078700      68091012            NaN
         1        68091013      68103325            NaN
         1        68103326      68115638            NaN
         1        68115639      68127951            NaN
         1        68127952      68140264            NaN
         1        68140265      68152577            NaN
         1        68152578      68164890            NaN
         1        68164891      68177203            NaN
         1        68177204      68189516            NaN
         1        68189517      68201829            NaN
         1        68201830      68214142            NaN
         1        68214143      68226455            NaN
         1        68226456      68238768            NaN
         1        68238769      68251081            NaN
         1        68251082      68263394            NaN
         1        68263395      68275707            NaN
         1        68275708      68288020            NaN
         1        68288021      68300333            NaN
         1        68300334      68312646            NaN
         1        68312647      68324959            NaN
         1        68324960      68337272            NaN
         1        68337273      68349585            NaN
         1        68349586      68361898            NaN
         1        68361899      68374211            NaN
         1        68374212      68386524            NaN
         1        68386525      68398837            NaN
         1        68398838      68411150            NaN
         1        68411151      68423463            NaN
         1        68423464      68435776            NaN
         1        68435777      68448089            NaN
         1        68448090      68460402            NaN
         1        68460403      68472715            NaN
         1        68472716      68485028            NaN
         1        68485029      68497341            NaN
         1        68497342      68509654            NaN
         1        68509655      68521967            NaN
         1        68521968      68534280            NaN
         1        68534281      68546593            NaN
         1        68546594      68558906            NaN
         1        68558907      68571219            NaN
         1        68571220      68583532            NaN
         1        68583533      68595845            NaN
         1        68595846      68608158            NaN
         1        68608159      68620471            NaN
         1        68620472      68632784            NaN
         1        68632785      68645097            NaN
         1        68645098      68657410            NaN
         1        68657411      68669723            NaN
         1        68669724      68682036            NaN
         1        68682037      68694349            NaN
         1        68694350      68706662            NaN
         1        68706663      68718975            NaN
         1        68718976      68731288            NaN
         1        68731289      68743601            NaN
         1        68743602      68755914            NaN
         1        68755915      68768227            NaN
         1        68768228      68780540            NaN
         1        68780541      68792853            NaN
         1        68792854      68805166            NaN
         1        68805167      68817479            NaN
         1        68817480      68829792            NaN
         1        68829793      68842105            NaN
         1        68842106      68854418            NaN
         1        68854419      68866731            NaN
         1        68866732      68879044            NaN
         1        68879045      68891357            NaN
         1        68891358      68903670            NaN
         1        68903671      68915983            NaN
         1        68915984      68928296            NaN
         1        68928297      68940609            NaN
         1        68940610      68952922            NaN
         1        68952923      68965235            NaN
         1        68965236      68977548            NaN
         1        68977549      68989861            NaN
         1        68989862      69002174            NaN
         1        69002175      69014487            NaN
         1        69014488      69026800            NaN
         1        69026801      69039113            NaN
         1        69039114      69051426            NaN
         1        69051427      69063739            NaN
         1        69063740      69076052            NaN
         1        69076053      69088365            NaN
         1        69088366      69100678            NaN
         1        69100679      69112991            NaN
         1        69112992      69125304            NaN
         1        69125305      69137617            NaN
         1        69137618      69149930            NaN
         1        69149931      69162243            NaN
         1        69162244      69174556            NaN
         1        69174557      69186869            NaN
         1        69186870      69199182            NaN
         1        69199183      69211495            NaN
         1        69211496      69223808            NaN
         1        69223809      69236121            NaN
         1        69236122      69248434            NaN
         1        69248435      69260747            NaN
         1        69260748      69273060            NaN
         1        69273061      69285373            NaN
         1        69285374      69297686            NaN
         1        69297687      69309999            NaN
         1        69310000      69322312            NaN
         1        69322313      69334625            NaN
         1        69334626      69346938            NaN
         1        69346939      69359251            NaN
         1        69359252      69371564            NaN
         1        69371565      69383877            NaN
         1        69383878      69396190            NaN
         1        69396191      69408503            NaN
         1        69408504      69420816            NaN
         1        69420817      69433129            NaN
         1        69433130      69445442            NaN
         1        69445443      69457755            NaN
         1        69457756      69470068            NaN
         1        69470069      69482381            NaN
         1        69482382      69494694            NaN
         1        69494695      69507007            NaN
         1        69507008      69519320            NaN
         1        69519321      69531633            NaN
         1        69531634      69543946            NaN
         1        69543947      69556259            NaN
         1        69556260      69568572            NaN
         1        69568573      69580885            NaN
         1        69580886      69593198            NaN
         1        69593199      69605511            NaN
         1        69605512      69617824            NaN
         1        69617825      69630137            NaN
         1        69630138      69642450            NaN
         1        69642451      69654763            NaN
         1        69654764      69667076            NaN
         1        69667077      69679389            NaN
         1        69679390      69691702            NaN
         1        69691703      69704015            NaN
         1        69704016      69716328            NaN
         1        69716329      69728641            NaN
         1        69728642      69740954            NaN
         1        69740955      69753267            NaN
         1        69753268      69765580            NaN
         1        69765581      69777893            NaN
         1        69777894      69790206            NaN
         1        69790207      69802519            NaN
         1        69802520      69814832            NaN
         1        69814833      69827145            NaN
         1        69827146      69839458            NaN
         1        69839459      69851771            NaN
         1        69851772      69864084            NaN
         1        69864085      69876397            NaN
         1        69876398      69888710            NaN
         1        69888711      69901023            NaN
         1        69901024      69913336            NaN
         1        69913337      69925649            NaN
         1        69925650      69937962            NaN
         1        69937963      69950275            NaN
         1        69950276      69962588            NaN
         1        69962589      69974901            NaN
         1        69974902      69987214            NaN
         1        69987215      69999527            NaN
         1        69999528      70011840            NaN
         1        70011841      70024153            NaN
         1        70024154      70036466            NaN
         1        70036467      70048779            NaN
         1        70048780      70061092            NaN
         1        70061093      70073405            NaN
         1        70073406      70085718            NaN
